"sn","id","Associated Disease","Disease Ontology Description","UniProt Description","Protein Count","Direct Association Count","Mondo ID","GARD Rare","Symbol","UniProt","Disease Data Source","JensenLab TextMining zscore","JensenLab Confidence","Expression Atlas Log2 Fold Change","DisGeNET Score","Associated Disease Evidence","Associated Disease Drug Name","Associated Disease P-value","Associated Disease Source","Associated Disease Source ID","Monarch S2O", "diseases_name", "symptoms_1", "symptoms_2", "symptoms_3", "symptoms_4", "symptoms_5", "symptoms_6", "symptoms_7", "symptoms_8", "symptoms_9", "description", "symptoms_description", "causes_description", "causes_1", "causes_2", "causes_3", "causes_4", "causes_5", "treatment_1", "treatment_2", "treatment_3", "prevention_1", "prevention_2", "prevention_3", "risk_factor", "age_of_onset", "genetic_factors", "family_history", "severity_of_disease", "diagnosis_methods", "complications", "epidemiology", "prognosis""16874","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","RUNX3","Q13761","CTD","NAN","NAN","NAN","NAN","marker/mechanism","NAN","NAN","NAN","DOID:7147","NAN","ankylosing spondylitis","Pain","Stiffness in the spine","Stiffness in the neck","Stiffness in the hips","Stiffness in the jaw","Stiffness in the rib cage","NAN","NAN","NAN","Ankylosing spondylitis is a type of arthritis that primarily affects the spine. It causes inflammation of the vertebrae that can lead to chronic pain and stiffness. In severe cases@ this inflammation can lead to ankylosis@ where new bone forms@ causing sections of the spine to fuse.","Symptoms often begin in early adulthood and can include pain and stiffness in the back and hips@ particularly in the morning. The condition can also affect other joints and can sometimes involve the eyes (uveitis)@ bowels (inflammatory bowel disease) or skin (psoriasis).","The exact cause of ankylosing spondylitis is unknown@ but genetic factors play a significant role. Most people with ankylosing spondylitis have the HLA-B27 gene. However@ having this gene does not guarantee that a person will develop the disease.","Genetic predisposition (HLA-B27 gene)","Immune system dysfunction","Environmental triggers (possibly infections)","NAN","NAN","NAN","Physical therapy","Medications (NSAIDs@ biologics@ DMARDs)","Surgery (in severe cases)","Regular exercise","Good posture","Healthy diet","HLA-B27 gene","Early adulthood","Genetic factors (HLA-B27)","Family history of autoimmune diseases","Severity ranges from mild to severe@ with potential for significant disability if untreated.","Physical examination@ X-rays@ MRI@ HLA-B27 blood test","Uveitis@ inflammatory bowel disease@ heart problems@ osteoporosis","Prevalence estimates vary widely but it is more common in certain populations.","Varies depending on severity and treatment adherence. Early diagnosis and treatment can improve outcomes."
"16875","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","TBKBP1","A7MCY6","CTD","NAN","NAN","NAN","NAN","marker/mechanism","NAN","NAN","NAN","DOID:7147","NAN","ankylosing spondylitis","Pain","Stiffness in the spine","Stiffness in the neck","Stiffness in the hips","Stiffness in the jaw","Stiffness in the rib cage","NAN","NAN","NAN","Ankylosing spondylitis is a type of arthritis that causes inflammation of the spine (vertebrae). This can lead to chronic pain and stiffness. In severe cases@ it can lead to fusion of the vertebrae@ limiting mobility.","Symptoms include pain and stiffness in the back@ hips@ and neck. Fatigue and eye inflammation are also common. Symptoms typically develop gradually@ often starting in early adulthood.","The exact cause is unknown@ but it is believed to be a combination of genetic and environmental factors. A gene called HLA-B27 is strongly associated with the condition.","Genetic factors","Environmental factors","NAN","NAN","NAN","Non-steroidal anti-inflammatory drugs (NSAIDs)","Physical therapy","Tumor necrosis factor (TNF) blockers","Regular exercise","Maintaining a healthy weight","Good posture","Genetic predisposition@ particularly the HLA-B27 gene","Typically starts in early adulthood (late teens to early 30s)","HLA-B27 gene","Family history of ankylosing spondylitis or other autoimmune diseases","Ranges from mild to severe@ with some individuals experiencing only minor discomfort while others face significant disability.","X-rays@ MRI scans@ blood tests to check for inflammation markers and the HLA-B27 gene.","Eye inflammation (uveitis)@ osteoporosis@ cardiovascular disease@ spinal fractures","Prevalence varies geographically@ with higher rates in populations with a higher frequency of the HLA-B27 gene.","Varies depending on the severity of the disease and the effectiveness of treatment. Early diagnosis and treatment can help manage symptoms and prevent complications."
"16876","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","HLA-B","P30491","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","ankylosing spondylitis","pain","stiffness in the spine","stiffness in the neck","stiffness in the hips","stiffness in the jaw","stiffness in the rib cage","NAN","NAN","NAN","Ankylosing spondylitis is a type of arthritis that causes inflammation of the spine (vertebrae). This can lead to chronic pain and stiffness. In severe cases@ it can lead to fusion of the vertebrae@ resulting in a hunched posture.","The primary symptom is pain and stiffness in the lower back and hips@ particularly in the morning or after periods of inactivity. Other symptoms may include fatigue@ fever@ and loss of appetite.","The exact cause of ankylosing spondylitis is unknown@ but genetic factors are believed to play a significant role. Most people with ankylosing spondylitis have the HLA-B27 gene.","Genetic predisposition (HLA-B27 gene)","Environmental factors (possibly infections)","NAN","NAN","NAN","Physical therapy","Medications (NSAIDs@ TNF blockers@ etc.)","Surgery (in severe cases)","Regular exercise","Maintaining good posture","Avoiding prolonged inactivity","Genetic predisposition (HLA-B27 gene)@ family history of ankylosing spondylitis@ male sex","Typically begins in early adulthood (late teens to early 30s)","HLA-B27 gene","Family history of ankylosing spondylitis","Variable; can range from mild to severe disability","Physical examination@ X-rays@ MRI@ blood tests (HLA-B27 testing)","Uveitis (eye inflammation)@ osteoporosis@ heart problems@ lung problems","Affects approximately 0.1% to 1% of the population@ more common in men than women","Variable; can range from mild symptoms to severe disability and fusion of the spine"
"16877","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","HLA-B","Q29718","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","ankylosing spondylitis","Pain","Stiffness in the spine","Stiffness in the neck","Stiffness in the hips","Stiffness in the jaw","Stiffness in the rib cage","Fatigue","Eye inflammation (Uveitis)","Reduced range of motion","Ankylosing spondylitis is a chronic inflammatory disorder primarily affecting the spine. It can cause stiffness and pain in the spine and other joints.","Symptoms include chronic pain and stiffness in the back@ hips@ and neck. Eye inflammation (uveitis) and fatigue are also common.","The exact cause is unknown@ but genetic factors@ particularly the HLA-B27 gene@ play a significant role.","Genetic predisposition (HLA-B27)","Immune system dysfunction","Environmental triggers","NAN","NAN","Physical therapy","Medications (NSAIDs@ biologics@ DMARDs)","Surgery (in rare cases)","Regular exercise","Maintaining good posture","Avoiding prolonged sitting","Genetic factors (HLA-B27)","Young adulthood (typically before age 45)","Strong genetic component@ especially HLA-B27","Family history of ankylosing spondylitis or related conditions increases risk.","Variable; can range from mild discomfort to severe disability.","Physical examination@ X-rays@ MRI@ blood tests (HLA-B27 testing)","Uveitis@ osteoporosis@ spinal fractures@ heart problems","Affects approximately 0.1-1% of the population; more common in men.","Variable; early diagnosis and treatment can improve long-term outcomes."
"16878","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","HLA-B","Q31610","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","Ankylosing Spondylitis","Pain","Stiffness in the Spine","Stiffness in the Neck","Stiffness in the Hips","Stiffness in the Jaw","Stiffness in the Rib Cage","Limited Range of Motion","Fatigue","Swelling in Joints","Ankylosing spondylitis (AS) is a type of arthritis that primarily affects the spine. It causes inflammation of the vertebrae (the bones in the spine) that can lead to chronic pain and stiffness. In severe cases@ this inflammation can lead to ankylosis@ where new bone forms in the spine@ causing sections of the spine to fuse.","Symptoms of ankylosing spondylitis include pain and stiffness in the lower back and hips@ especially in the morning or after periods of inactivity. Over time@ it can affect the entire spine. Other symptoms may include fatigue@ swelling in joints@ and pain in tendons and ligaments.","The exact cause of ankylosing spondylitis is unknown@ but genetic factors play a significant role. Most people with AS have the HLA-B27 gene. However@ not everyone with the HLA-B27 gene develops AS@ and some people with AS do not have the gene. It's likely that multiple genes and environmental factors are involved.","Genetic Predisposition (HLA-B27 gene)","Environmental Factors (potential triggers)","Immune System Dysfunction","NAN","NAN","Physical Therapy","Pain Medications (NSAIDs@ analgesics)","Biologic Medications (TNF inhibitors@ IL-17 inhibitors)","Regular Exercise","Maintaining Good Posture","Avoiding Prolonged Inactivity","Family History of AS@ Genetic Predisposition (HLA-B27)","Typically begins in early adulthood (late teens to early 30s)","Strong genetic component@ particularly the HLA-B27 gene","Family history of ankylosing spondylitis increases the risk","Ranges from mild to severe@ with varying degrees of pain@ stiffness@ and disability","Physical Examination@ Imaging Tests (X-rays@ MRI)@ Blood Tests (HLA-B27 testing)","Eye Inflammation (Uveitis)@ Cardiovascular Problems@ Osteoporosis@ Spinal Fractures@ Cauda Equina Syndrome","Affects approximately 0.1% to 1% of the population@ with variations based on ethnicity and geographic location","Variable; with treatment@ many people can manage symptoms and maintain a good quality of life. However@ some may experience progressive disability."
"16879","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","Inflammation of the spine and large joints@ causing stiffness and pain.","186","186","MONDO:0005306","NAN","HLA-B","P30461","eRAM","0.0","0.0","0.0","0.0","NAN","NAN","0.0","CLINVAR|CTD_human|GHR","DOID:7147","NAN","Ankylosing Spondylitis","Pain","Stiffness in Spine","Stiffness in Neck","Stiffness in Hips","Stiffness in Jaw","Stiffness in Rib Cage","Fatigue","Eye Inflammation","Limited Range of Motion","Ankylosing spondylitis (AS) is a type of arthritis that causes inflammation of the spine (vertebrae). Over time@ this inflammation can lead to chronic pain and stiffness.","The main symptoms are pain and stiffness in the back and hips@ especially in the morning or after periods of inactivity. Other symptoms can include fatigue@ eye inflammation (uveitis)@ and limited range of motion.","The exact cause is unknown@ but it is believed to be a combination of genetic and environmental factors.","Genetic Predisposition","Environmental Triggers","Immune System Dysfunction","NAN","NAN","Physical Therapy","Pain Medication","TNF Blockers","Exercise","Good Posture","Healthy Diet","Genetic factors@ family history of AS@ and certain environmental factors.","Typically between ages 17 and 45@ but can occur earlier or later.","The HLA-B27 gene is strongly associated with AS@ but not everyone with the gene develops the disease. Other genes may also play a role.","Having a close relative with AS increases the risk.","Varies widely@ from mild to severe. Severe cases can lead to significant disability.","Physical Exam","X-rays","MRI","Eye inflammation (uveitis)@ heart problems@ lung problems@ and kidney problems.","Affects approximately 0.1% to 1% of the population@ with higher prevalence in certain ethnic groups.","Varies depending on the severity of the disease. With treatment@ many people can live relatively normal lives. Some may experience chronic pain and disability."
"16880","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","HLA-B","P03989","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","ankylosing spondylitis","pain","stiffness in the spine","stiffness in the neck","stiffness in the hips","stiffness in the jaw","stiffness in the rib cage","NAN","NAN","NAN","Ankylosing spondylitis is a chronic inflammatory disease that primarily affects the spine@ causing pain and stiffness.","The main symptoms of ankylosing spondylitis are pain and stiffness in the lower back and hips@ especially in the morning or after periods of inactivity. Other symptoms may include fatigue@ fever@ and loss of appetite.","The exact cause of ankylosing spondylitis is not fully understood@ but it is believed to be a combination of genetic and environmental factors.","Genetic predisposition","Immune system dysfunction","Environmental triggers","Bacterial infections","NAN","Physical therapy","Medications (NSAIDs@ TNF inhibitors)","Surgery (in severe cases)","Regular exercise","Maintaining a healthy weight","Avoiding smoking","Genetic factors (HLA-B27 gene)","Young adulthood (typically between 17 and 45 years of age)","Genetic mutations@ family history of autoimmune diseases","Family history of ankylosing spondylitis or other autoimmune diseases","Variable@ ranging from mild to severe depending on the individual","Physical examination@ X-rays@ MRI scans@ blood tests","Eye inflammation (uveitis)@ cardiovascular disease@ osteoporosis@ lung disease","Approximately 0.1% to 1.4% of the population is affected by ankylosing spondylitis.","Variable@ but early diagnosis and treatment can help to improve the long-term outcome."
"16881","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","Inflammation of the spine and large joints@ causing stiffness and pain.","186","186","MONDO:0005306","NAN","HLA-B","P30483","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","Ankylosing Spondylitis","Pain","Stiffness","Fatigue","Limited Range of Motion","Inflammation of Eyes","Bowel Problems","Skin Rashes","NAN","NAN","Ankylosing spondylitis is a chronic inflammatory disorder that primarily affects the spine@ but can also involve other joints@ eyes@ and organs.","Symptoms include chronic back pain and stiffness@ particularly in the morning or after periods of inactivity.","The exact cause is unknown@ but genetic factors@ particularly the HLA-B27 gene@ play a significant role. Environmental factors may also contribute.","Genetic Predisposition","HLA-B27 Gene","Environmental Factors","Autoimmune Response","NAN","Physical Therapy","Medications (NSAIDs@ Biologics)","Surgery (rare)","Regular Exercise","Maintaining Good Posture","Healthy Diet","Genetic Predisposition@ Family History of AS","Adolescence or Early Adulthood","HLA-B27 Gene","Family History of Autoimmune Diseases","Varies from mild to severe@ potentially leading to significant disability.","X-rays@ MRI@ Blood Tests (HLA-B27)","Eye Inflammation (Uveitis)@ Cardiovascular Issues@ Lung Problems","Affects approximately 0.1% to 1% of the population@ with higher prevalence in certain ethnic groups.","Variable@ depending on disease severity and response to treatment. Early diagnosis and treatment can improve outcomes."
"16882","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","Inflammation of the spine and joints@ leading to stiffness and pain.","186","186","MONDO:0005306","NAN","HLA-B","P30485","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","Ankylosing Spondylitis","Pain in the lower back","Stiffness in the spine","Pain in the hips","Pain in the neck","Fatigue","Eye inflammation (uveitis)","Swollen joints","Reduced range of motion","Difficulty breathing","Ankylosing spondylitis is a type of arthritis that primarily affects the spine. It causes inflammation of the vertebrae that can lead to chronic pain and stiffness.","Symptoms include back pain@ stiffness@ and fatigue. It often starts in early adulthood and can worsen over time.","The exact cause is unknown@ but genetic factors@ particularly the HLA-B27 gene@ play a significant role.","Genetic predisposition (HLA-B27 gene)","Environmental factors","Immune system dysfunction","NAN","NAN","Physical therapy","Medications (NSAIDs@ TNF inhibitors@ etc.)","Surgery (rarely)","Regular exercise","Maintaining good posture","Avoiding smoking","Genetic factors (HLA-B27)","Early adulthood (typically before age 45)","HLA-B27 gene and other genes involved in immune function","Family history of ankylosing spondylitis or related autoimmune diseases","Varies from mild to severe@ with potential for significant disability in some cases.","Physical examination@ X-rays@ MRI@ and blood tests (HLA-B27 testing)","Uveitis (eye inflammation)","Cardiovascular disease","Osteoporosis","Lung disease","NAN"
"16883","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","Inflammation of the spine and large joints@ causing pain and stiffness.","186","186","MONDO:0005306","NAN","HLA-B","Q95365","eRAM","0.000","0.000","0.000","0.000","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","Ankylosing Spondylitis","Back pain","Stiffness","Fatigue","Limited range of motion","Eye inflammation (uveitis)","Buttock pain","Neck pain","Hip pain","Chest pain","Ankylosing spondylitis is a type of arthritis that causes inflammation of the spine (vertebrae). It can lead to chronic pain and stiffness.","Symptoms include pain and stiffness in the back@ hips@ and neck. Fatigue and eye inflammation are also common.","The exact cause is unknown@ but genetic factors@ particularly the HLA-B27 gene@ play a significant role.","Genetic predisposition","HLA-B27 gene","Environmental factors","Immune system dysfunction","NAN","Pain relievers","Physical therapy","Anti-inflammatory medications","Maintaining good posture","Regular exercise","Healthy diet","Family history of ankylosing spondylitis@ presence of the HLA-B27 gene","Usually young adulthood (17-45 years)","HLA-B27 gene@ other genes involved in immune function","Family history increases the risk","Variable@ ranging from mild to severe@ with periods of remission and flares","X-rays@ MRI@ blood tests for HLA-B27","Eye inflammation@ osteoporosis@ heart problems@ lung problems","Approximately 0.1% to 1% of the population is affected@ with variations based on ethnicity","Variable@ but with proper management@ most individuals can lead active lives."
"16884","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","HLA-B","Q29836","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","Ankylosing Spondylitis","Back pain","Stiffness in the spine","Neck pain","Hip pain","Jaw stiffness","Rib cage stiffness","Fatigue","Eye inflammation","Reduced range of motion","Ankylosing spondylitis is a chronic inflammatory disorder that primarily affects the spine@ but can also involve other joints. It causes pain and stiffness@ leading to a reduced range of motion.","Symptoms include back pain@ stiffness@ fatigue@ and inflammation in other joints. Eye inflammation and reduced range of motion are also common.","The exact cause is unknown@ but genetic factors@ particularly the HLA-B27 gene@ play a significant role. Environmental factors may also contribute.","Genetic predisposition","HLA-B27 gene","Environmental factors","Immune system dysfunction","NAN","Physical therapy","Pain medication (NSAIDs@ TNF inhibitors)","Surgery (in severe cases)","Regular exercise","Good posture","Healthy diet","Genetic factors (HLA-B27)","Adolescence or early adulthood","HLA-B27 gene","Family history of autoimmune diseases","Variable@ from mild to severe disability","X-rays@ MRI@ blood tests for HLA-B27","Uveitis@ heart problems@ lung problems","Affects approximately 0.1% to 1% of the population","Variable@ depends on severity and treatment effectiveness"
"16885","851","ankylosing spondylitis","A bone inflammation disease that results_in inflammation in the joints of the spine and pelvis. The disease has_symptom pain@ has_symptom stiffness in the spine@ has_symptom stiffness in the neck@ has_symptom stiffness in the hips@ has_symptom stiffness in the jaw and has_symptom stiffness in the rib cage.","NAN","186","186","MONDO:0005306","NAN","HLA-B","P30685","eRAM","NAN","NAN","NAN","NAN","NAN","NAN","NAN","CLINVAR|CTD_human|GHR","DOID:7147","NAN","ankylosing spondylitis","Pain in the back or buttocks","Stiffness that's usually worse in the morning or after a period of inactivity","Improved pain after exercise","Fatigue","Uveitis (eye inflammation)","Difficulty breathing in rare instances","Loss of appetite","Weight loss","Stooped posture","Ankylosing spondylitis (AS) is an inflammatory arthritis affecting the spine and large joints.","Symptoms of ankylosing spondylitis include pain and stiffness in the back@ hips@ and neck. Fatigue and eye inflammation can also occur.","The exact cause of ankylosing spondylitis is unknown@ but genetic factors play a significant role.","Genetic predisposition (HLA-B27 gene)","Immune system dysfunction","Environmental factors (possible bacterial infections)","NAN","NAN","Physical therapy to maintain flexibility","Pain relievers (NSAIDs)","Biologic medications (TNF inhibitors@ IL-17 inhibitors)","Regular exercise to maintain flexibility and strength","Maintaining good posture","Avoiding prolonged periods of inactivity","Genetic factors (HLA-B27 gene)","Adolescence or early adulthood (typically before age 45)","HLA-B27 gene","Family history of ankylosing spondylitis","Varies from mild to severe@ with progressive joint damage in some cases","Physical exam","X-rays","MRI","Cardiovascular disease","Osteoporosis","Eye inflammation (uveitis)","Affects approximately 0.1% to 1.4% of the population@ with higher prevalence in certain ethnic groups","Variable@ depending on severity and treatment response. Early diagnosis and treatment can improve the prognosis."
