"sn","id","Associated Disease","Disease Ontology Description","UniProt Description","Protein Count","Direct Association Count","Mondo ID","GARD Rare","Symbol","UniProt","Disease Data Source","JensenLab TextMining zscore","JensenLab Confidence","Expression Atlas Log2 Fold Change","DisGeNET Score","Associated Disease Evidence","Associated Disease Drug Name","Associated Disease P-value","Associated Disease Source","Associated Disease Source ID","Monarch S2O", "diseases_name", "symptoms_1", "symptoms_2", "symptoms_3", "symptoms_4", "symptoms_5", "symptoms_6", "symptoms_7", "symptoms_8", "symptoms_9", "description", "symptoms_description", "causes_description", "causes_1", "causes_2", "causes_3", "causes_4", "causes_5", "treatment_1", "treatment_2", "treatment_3", "prevention_1", "prevention_2", "prevention_3", "risk_factor", "age_of_onset", "genetic_factors", "family_history", "severity_of_disease", "diagnosis_methods", "complications", "epidemiology", "prognosis""7524","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","IGSF11","Q5DX21","Expression Atlas","NAN","NAN","-2.394","NAN","NAN","NAN","0.0002104136026022","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain@ weight loss@ virilization","fatigue@ muscle weakness@ nausea","flank pain@ hormonal imbalances","skin changes@ elevated blood pressure","increased thirst@ frequent urination","mood changes@ anxiety","depression@ decreased libido","headaches@ swelling in the legs and ankles","excessive hair growth","Adrenocortical carcinoma is a rare cancer that begins in the adrenal glands.","Symptoms vary widely but may include abdominal pain@ weight loss@ virilization@ fatigue@ muscle weakness@ nausea@ flank pain@ hormonal imbalances@ skin changes@ elevated blood pressure@ increased thirst@ frequent urination@ mood changes@ anxiety@ depression@ decreased libido@ headaches@ swelling in the legs and ankles@ and excessive hair growth.","The exact cause is unknown but genetic factors and certain inherited conditions may increase the risk.","Li-Fraumeni syndrome","Multiple endocrine neoplasia type 1 (MEN1)","Beckwith-Wiedemann syndrome","Familial adenomatous polyposis","Carney complex","Surgery","Radiation therapy","Chemotherapy","NAN","NAN","NAN","Inherited genetic syndromes@ such as Li-Fraumeni syndrome@ MEN1@ Beckwith-Wiedemann syndrome@ Familial adenomatous polyposis@ and Carney complex.","Most common in adults aged 40-50@ but can occur at any age.","Mutations in genes such as TP53@ MEN1@ CTNNB1@ and PRKAR1A may increase the risk.","A family history of adrenal cancer or related genetic syndromes.","Varies depending on the stage of the cancer and the overall health of the patient.","Physical exam@ imaging tests (CT scans@ MRI scans)@ hormone tests@ and biopsy.","Metastasis to other organs@ recurrence of the cancer after treatment@ and complications from hormone imbalances.","Relatively rare@ affecting about 1 to 2 people per million each year.","Depends on the stage of the cancer@ the patient's overall health@ and the response to treatment."
"7525","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","BOC","Q9BWV1","Expression Atlas","NAN","NAN","-1.649","NAN","NAN","NAN","5.83146004968273e-06","NAN","DOID:3948","NAN","adrenal cortex carcinoma","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","Adrenocortical carcinoma is a rare cancer that begins in one or both of the adrenal glands.","Symptoms can include weight gain@ muscle weakness@ and high blood pressure.","The exact cause is often unknown@ but genetic factors may play a role.","Genetic mutations","Family history of cancer","Exposure to certain chemicals","Obesity","NAN","Surgery","Radiation therapy","Chemotherapy","Healthy lifestyle","Regular checkups","Genetic counseling","Exposure to certain chemicals","Adult","Genetic predisposition@ such as Li-Fraumeni syndrome","Family history of adrenal cancer","High","Imaging tests (CT scan@ MRI)@ biopsy","Metastasis@ recurrence","Rare@ affecting about 1-2 people per million per year","Variable@ depending on stage and treatment","NAN"
"7526","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","TMEM108","Q6UXF1","Expression Atlas","NAN","NAN","-1.123","NAN","NAN","NAN","0.0188269780348658","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain","weight loss","fatigue","muscle weakness","high blood pressure","increased thirst","frequent urination","headaches","skin changes","Adrenal cortex carcinoma is a rare@ aggressive cancer that forms in the outer layer (cortex) of the adrenal glands.","Symptoms can vary depending on hormone excess.  Common symptoms include abdominal pain@ weight loss@ fatigue@ and muscle weakness.  Hormonal imbalances can cause high blood pressure@ increased thirst@ frequent urination@ headaches@ and skin changes.","The exact cause is often unknown@ but genetic syndromes may increase risk.","Genetic mutations","Inherited conditions (e.g.@ Li-Fraumeni syndrome)","Family history of adrenal cancer","Exposure to certain chemicals (rare)","NAN","Surgery","Radiation therapy","Chemotherapy","Avoidance of known carcinogens","Genetic screening for high-risk individuals","Regular checkups for those with family history","Family history of cancer","40s to 50s@ but can occur at any age","Certain genetic mutations (e.g.@ TP53)","Family history of cancer syndromes","Aggressive; can be life-threatening if not treated early","Imaging tests (CT scans@ MRI)@ hormone level tests@ biopsy","Metastasis to other organs@ recurrence of cancer","Rare; affects about 1-2 people per million","Variable; depends on stage@ treatment@ and overall health"
"7527","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","ALDH1L1","O75891","Expression Atlas","NAN","NAN","-1.68","NAN","NAN","NAN","0.0030981565794173","NAN","DOID:3948","NAN","adrenal cortex carcinoma","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","Adrenal cortex carcinoma is a rare cancer that begins in the adrenal glands.","Symptoms may include weight gain@ muscle weakness@ and high blood pressure.","The exact cause is unknown@ but genetic factors may play a role.","Genetic mutations","Family history of cancer","Exposure to certain chemicals","Obesity","Hormonal imbalances","Surgery","Radiation therapy","Chemotherapy","Regular check-ups","Healthy diet","Avoiding exposure to carcinogens","NAN","Typically diagnosed in adulthood","Genetic syndromes such as Li-Fraumeni syndrome","Family history of adrenal cancer","Aggressive tumor growth","Imaging tests and hormone level assessments","Metastasis to other organs","Variable@ depending on the stage and treatment response","Generally poor","NAN"
"7528","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","TRPC1","P48995","Expression Atlas","NAN","NAN","1.448","NAN","NAN","NAN","0.0087992939507563","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain","weight loss","nausea","vomiting","loss of appetite","muscle weakness","increased thirst","frequent urination","increased hair growth","Adrenal cortex carcinoma is a rare cancer that forms in the outer layer (cortex) of the adrenal gland.","Symptoms may include abdominal pain@ weight loss@ nausea@ vomiting@ loss of appetite@ muscle weakness@ increased thirst@ frequent urination@ and increased hair growth.","The exact causes are not fully understood@ but genetic factors and certain inherited conditions may increase the risk.","Genetic mutations (e.g.@ TP53@ CTNNB1)","Inherited conditions (e.g.@ Li-Fraumeni syndrome@ Beckwith-Wiedemann syndrome)","Exposure to certain chemicals or toxins","NAN","NAN","Surgery (resection of the tumor)","Chemotherapy (e.g.@ mitotane)","Radiation therapy","Regular checkups and monitoring","Genetic screening for high-risk individuals","Maintaining a healthy lifestyle","Genetic predisposition@ exposure to certain chemicals@ and certain inherited conditions.","Usually diagnosed in adulthood@ but can occur at any age.","Mutations in genes such as TP53@ CTNNB1@ and others.","Family history of adrenal cancer or related syndromes may increase risk.","Variable; can range from slow-growing to aggressive.","Physical examination@ imaging tests (CT scan@ MRI)@ hormone tests@ biopsy.","Metastasis to other organs@ hormone imbalances@ recurrence of cancer.","Rare; affects approximately 1-2 people per million per year.","Depends on the stage and grade of the tumor; early detection and treatment improve prognosis."
"7529","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","NCEH1","Q6PIU2","Expression Atlas","NAN","NAN","-1.136","NAN","NAN","NAN","0.0095616582997097","NAN","DOID:3948","NAN","adrenal cortex carcinoma","Abdominal pain","Weight loss","Nausea","Vomiting","Fatigue","Muscle weakness","High blood pressure","Increased thirst","Increased urination","Adrenal cortex carcinoma is a rare cancer that begins in the adrenal glands. These glands produce essential hormones. Symptoms can vary depending on hormone overproduction.","Symptoms depend on the hormone produced excessively. Includes abdominal pain@ weight loss@ nausea@ vomiting@ fatigue@ muscle weakness@ high blood pressure@ increased thirst@ and increased urination.","The exact cause is unknown@ but genetic factors and certain inherited syndromes may increase the risk.","Genetic mutations","Inherited syndromes like Li-Fraumeni syndrome","Multiple endocrine neoplasia type 1 (MEN1)","Beckwith-Wiedemann syndrome","NAN","Surgery to remove the tumor","Radiation therapy","Chemotherapy","Regular medical checkups","Genetic screening for high-risk individuals","Maintain a healthy lifestyle","Genetic predisposition","Variable@ often diagnosed in adulthood","Certain genetic mutations (e.g.@ TP53)","Family history of adrenal cancer or related syndromes","Variable@ depending on the stage and aggressiveness of the tumor","Imaging tests (CT scans@ MRI)@ hormone level tests@ biopsy","Metastasis to other organs@ recurrence of the tumor@ hormone imbalances","Rare cancer@ incidence varies geographically","Prognosis depends on stage@ tumor size@ and hormone production. Early detection and treatment improve outcomes."
"7530","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","AMT","P48728","Expression Atlas","NAN","NAN","-1.731","NAN","NAN","NAN","2.86696331287385e-06","NAN","DOID:3948","NAN","adrenal cortex carcinoma","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","Adrenal cortex carcinoma is a rare cancer that begins in the adrenal glands.","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","The severity of adrenal cortex carcinoma can vary widely depending on the stage at diagnosis and response to treatment.","Diagnosis typically involves imaging tests such as CT scans@ MRI@ and PET scans@ as well as hormone tests and biopsy.","Possible complications include recurrence of the cancer@ spread to other organs@ and hormonal imbalances.","The epidemiology of adrenal cortex carcinoma is rare@ with an estimated incidence of 1-2 cases per million people per year.","Prognosis varies depending on factors such as stage@ tumor size@ and completeness of surgical removal."
"7531","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","SLIT2","O94813","Expression Atlas","NAN","NAN","-2.232","NAN","NAN","NAN","0.0141457890743571","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain","weight loss","fatigue","muscle weakness","high blood pressure","increased thirst","frequent urination","headaches","NAN","Adrenocortical carcinoma is a rare cancer that begins in the adrenal glands. It is often aggressive and may spread to other parts of the body.","Symptoms may include abdominal pain@ weight loss@ fatigue@ muscle weakness@ high blood pressure@ increased thirst@ and frequent urination.","The exact cause is unknown@ but genetic factors and certain inherited conditions may increase the risk.","Genetic mutations","Inherited conditions (e.g.@ Li-Fraumeni syndrome@ Beckwith-Wiedemann syndrome)","Family history of adrenal cancer","Exposure to certain chemicals (e.g.@ pesticides)","NAN","Surgery","Radiation therapy","Chemotherapy","Regular checkups","Healthy lifestyle","Avoiding known risk factors","Genetic predisposition@ certain inherited conditions@ exposure to certain chemicals.","Variable@ can occur at any age@ but more common in adults.","Genetic mutations (e.g.@ TP53@ CTNNB1)","Family history of adrenal cancer may increase risk.","Variable@ depends on stage and treatment response. Can range from localized and treatable to aggressive and metastatic.","Physical examination@ imaging tests (CT scan@ MRI)@ hormone level tests@ biopsy.","Metastasis (spread to other organs)@ recurrence@ hormone imbalances@ side effects of treatment.","Rare cancer@ affecting about 1 in a million people per year.","Variable@ depends on stage@ treatment response@ and overall health. Early detection and treatment improve prognosis.","NAN"
"7532","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","DDIT4L","Q96D03","Expression Atlas","NAN","NAN","1.66","NAN","NAN","NAN","0.0497881451277825","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain","weight loss","nausea","vomiting","fatigue","muscle weakness","high blood pressure","increased thirst","increased urination","Adrenocortical carcinoma (ACC) is a rare@ aggressive cancer that begins in the adrenal glands. These glands@ located above the kidneys@ produce hormones that regulate various bodily functions. ACC can cause hormonal imbalances@ leading to a range of symptoms.","Symptoms vary based on which hormones are overproduced. Common symptoms include abdominal pain@ weight loss@ nausea@ vomiting@ fatigue@ muscle weakness@ high blood pressure@ increased thirst@ and increased urination.","The exact cause of ACC is often unknown@ but it can be associated with certain genetic syndromes such as Li-Fraumeni syndrome@ multiple endocrine neoplasia type 1 (MEN1)@ and Beckwith-Wiedemann syndrome.","Genetic mutations","Family history of cancer","Exposure to certain chemicals","NAN","NAN","Surgery","Radiation therapy","Chemotherapy","Regular medical checkups","Genetic counseling","Lifestyle modifications","Genetic syndromes like Li-Fraumeni syndrome@ MEN1@ and Beckwith-Wiedemann syndrome@ as well as a family history of ACC.","Most commonly diagnosed in adults between 40 and 60 years old@ but can occur at any age.","Genetic mutations in genes like TP53@ CTNNB1@ and others.","Family history of ACC or related genetic syndromes increases risk.","Aggressive; can spread to other organs.","CT scans@ MRI@ PET scans@ and hormone level testing.","Metastasis (spread of cancer)@ hormone imbalances@ and recurrence of cancer.","Rare; affects about 1-2 people per million per year.","Variable; depends on the stage of cancer and treatment response."
"7533","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","ANK2","Q01484","Expression Atlas","NAN","NAN","-1.763","NAN","NAN","NAN","0.0347231277384584","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain","weight loss","nausea","vomiting","muscle weakness","fatigue","high blood pressure","increased thirst","increased urination","Adrenocortical carcinoma (ACC) is a rare cancer that originates in the adrenal cortex@ the outer layer of the adrenal glands. These glands produce vital hormones@ including cortisol@ aldosterone@ and androgens.","Symptoms of ACC can vary depending on the specific hormones being overproduced. Common symptoms include abdominal pain@ weight loss@ nausea@ vomiting@ muscle weakness@ fatigue@ high blood pressure@ increased thirst@ and increased urination.","The exact cause of adrenocortical carcinoma is often unknown. Some cases are associated with genetic syndromes such as Li-Fraumeni syndrome@ Beckwith-Wiedemann syndrome@ and multiple endocrine neoplasia type 1 (MEN1).","Li-Fraumeni syndrome","Beckwith-Wiedemann syndrome","Multiple endocrine neoplasia type 1 (MEN1)","NAN","NAN","Surgery","Radiation therapy","Chemotherapy","Regular checkups","Genetic counseling","Healthy lifestyle","Genetic predisposition","Any age@ but more common in adulthood","Li-Fraumeni syndrome","Family history of cancer","Variable@ depending on the stage and hormone production","Physical exam@ imaging tests (CT scans@ MRI scans)@ hormone level tests@ biopsy","Spread of cancer to other organs@ hormone imbalances","Rare@ approximately 1-2 cases per million people per year","Variable@ depending on the stage and treatment response"
"7534","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","TIFA","Q96CG3","Expression Atlas","NAN","NAN","1.182","NAN","NAN","NAN","0.0051120932597007","NAN","DOID:3948","NAN","adrenal cortex carcinoma","abdominal pain","weight loss","fatigue","muscle weakness","high blood pressure","increased thirst","frequent urination","anxiety","depression","Adrenocortical carcinoma (ACC) is a rare cancer that begins in one or both of the adrenal glands. These glands are located on top of your kidneys and produce hormones that help regulate your metabolism, immune system, blood pressure and other essential functions. ACC can cause a variety of symptoms depending on whether it produces excess hormones.","The symptoms of adrenocortical carcinoma can vary widely depending on whether the tumor is producing excess hormones and which hormones are being produced. Common symptoms include abdominal pain, weight loss, fatigue, and muscle weakness. Hormone-related symptoms can include high blood pressure, increased thirst, frequent urination, anxiety, and depression.","The exact causes of adrenocortical carcinoma are not fully understood, but genetic factors and certain inherited syndromes may increase the risk.","Li-Fraumeni syndrome","Multiple endocrine neoplasia type 1 (MEN1)","Beckwith-Wiedemann syndrome","Carney complex","NAN","Surgical removal of the tumor","Radiation therapy","Chemotherapy","Regular checkups for people with inherited syndromes that increase the risk","Maintaining a healthy lifestyle to reduce the risk of other cancers","Genetic counseling if there is a family history of ACC","Inherited genetic syndromes@ such as Li-Fraumeni syndrome@ Beckwith-Wiedemann syndrome@ and MEN1","Most often affects adults@ but can occur at any age","Mutations in genes like TP53@ CTNNB1@ and PRKAR1A","Family history of ACC or related genetic syndromes","Varies depending on the stage and hormone production@ but can be aggressive","Imaging tests (CT scans@ MRI scans)@ hormone level tests@ and biopsies","Metastasis to other organs@ recurrence of the tumor@ hormone imbalances","Rare@ affecting about 1 in 1 million people per year","Depends on the stage of diagnosis and treatment response@ but early detection improves the outcome"
"7535","370","adrenal cortex carcinoma","An adrenocortical carcinoma that originates in the cortex of the adrenal gland and derives_from epithelial cells of glandular origin.","NAN","1427","1427","MONDO:0006639","1.0","CCNA2","P20248","Expression Atlas","NAN","NAN","2.239","NAN","NAN","NAN","0.0001050197685516","NAN","DOID:3948","NAN","adrenal cortex carcinoma","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","Adrenocortical carcinoma is a rare cancer that begins in one of the two adrenal glands. These glands@ located above your kidneys@ produce hormones that help regulate your metabolism@ immune system@ blood pressure and other essential functions.","Symptoms may include weight gain@ muscle weakness@ skin changes@ and hormonal imbalances. Specific symptoms depend on which hormones the tumor is producing.","The exact cause is often unknown@ but genetic factors may play a role.  Certain genetic syndromes are associated with an increased risk.","Genetic mutations","Inherited syndromes (Li-Fraumeni syndrome@ etc.)","NAN","NAN","NAN","Surgery to remove the tumor","Radiation therapy","Chemotherapy","Regular checkups for people with genetic predispositions","Maintaining a healthy lifestyle","NAN","Genetic predisposition@ certain inherited conditions.","Can occur at any age@ but more common in middle age.","Certain genetic mutations or inherited syndromes.","Family history of adrenal cancer or related syndromes.","Variable@ depends on stage and hormone production.  Can range from slow-growing to aggressive.","Imaging tests (CT scans@ MRI scans)@ hormone tests@ biopsy.","Hormone imbalances@ metastasis to other organs.","Rare cancer@ with an estimated incidence of 0.5 to 2 cases per million people per year.","Depends on stage@ tumor size@ and hormone production. Early detection and treatment improve prognosis."
